t,open,high,low,close,volume
1748560500000,105983.7,105998.8,105747.1,105799.7,2722139.631302837
1748560200000,106061.9,106061.9,105969.2,105982.6,845809.409119677
1748559900000,105962,106080,105931.4,106061.9,266669.142071243
1748559600000,105930.6,105999,105920.8,105962,656263.697610692
1748559300000,106100.1,106100.1,105906.2,105930.5,1551810.122283364
1748559000000,106135.9,106170,106057.8,106100.1,1082593.552676329
1748558700000,106079.3,106180.8,105967.8,106135.9,5235484.106781586
1748558400000,106159.9,106160,106052,106079.3,1145945.556667952
1748558100000,106206,106212.6,106100,106159.9,1184074.884474215
1748557800000,106189.6,106230,106162.1,106206.1,397358.646028903
1748557500000,106332,106332,106142.8,106189.7,689334.375970851
1748557200000,106254.6,106357.1,106250,106332,364016.960288466
1748556900000,106305,106305,106217.5,106252.5,441622.805990523
1748556600000,106384.6,106399.9,106295.6,106305,477486.01365183
1748556300000,106325.7,106445.3,106269.5,106384.6,1193693.807167101
1748556000000,106453.9,106467.5,106325.7,106325.7,1670366.27511544
1748555700000,106305.9,106479.2,106305.8,106453.9,1570350.817797289
1748555400000,106297.3,106307.8,106297,106305.8,67379.817026712
1748555100000,106328.9,106346.2,106277.4,106297.3,472178.880966493
1748554800000,106299,106379.4,106291.1,106328.9,559490.791598641
1748554500000,106207.8,106340.5,106207.7,106299,459294.286026747
1748554200000,106155.4,106207.8,106155.3,106207.8,155609.644238309
1748553900000,106307.9,106314,106102.7,106155.4,807475.08211988
1748553600000,106384,106450.6,106308.2,106308.2,902911.202283099
1748553300000,106343.9,106419.2,106329,106384,1135893.997055944
1748553000000,106260.8,106344,106260.8,106344,896655.355921504
1748552700000,106264.6,106300.2,106220,106260.8,923511.594907906
1748552400000,106186.2,106350.1,106186.1,106266.1,2122950.808502365
1748552100000,106127.1,106186,106116.2,106186,908716.538577197
1748551800000,106056.3,106141.9,106056.3,106127.1,803206.69678585
1748551500000,105952.7,106059.2,105912.1,106056.2,650696.795188214
1748551200000,106097.8,106143.9,105945.7,105950,1694598.155714115
1748550900000,106184,106201.4,106075,106097.7,909851.985610226
1748550600000,106142.2,106223.9,106129.4,106184,950440.437124766
1748550300000,106067.9,106175.5,106054.7,106140.4,518560.275783438
1748550000000,106165.4,106204.2,106038.7,106067.9,1663614.25242553
1748549700000,105912,106193.2,105911.9,106163.6,1634428.72908962
1748549400000,105930.1,105995,105877.9,105912,2327794.356238555
1748549100000,106121.6,106169.5,105900,105930.1,3376908.758923299
1748548800000,105723.5,106175.9,105711.2,106121.7,6466356.228320134
1748548500000,105796.2,105868.1,105638.2,105723.5,10926855.641160958
1748548200000,105810.7,105915.1,105672.4,105796.2,5210575.714276928
1748547900000,105765.5,105831.3,105706.6,105810.6,5370479.004599088
1748547600000,105917.9,105931.3,105694.6,105765.4,3907278.148695993
1748547300000,105965.1,106001.3,105871.2,105915.4,4442444.84873922
1748547000000,105946.9,106088,105866,105965.1,4049814.557367617
1748546700000,105867.9,105975,105840.1,105946.8,1847153.787133315
1748546400000,105719.6,105968.1,105685.4,105867.9,6350132.650628369
1748546100000,105676.4,105783,105632.1,105719.5,4311956.410742468
1748545800000,105917.5,106055.5,105670,105676.3,7403110.463316411
1748545500000,106003.4,106054.3,105917.5,105917.5,3290915.196070213
1748545200000,105833.9,106060.9,105833.9,106004.1,4405789.859693564
1748544900000,106178.8,106268,105800,105833.9,10513563.885621775
1748544600000,106204.5,106340.6,106158.1,106178.8,1622340.828023009
1748544300000,106214,106352,106150,106204.5,1885465.877748879
1748544000000,106364,106372.1,106191.2,106211.9,1928852.182999739
1748543700000,106561.8,106567,106337.3,106365.7,2204653.711813365
1748543400000,106354.4,106625.9,106354.4,106561.8,2513806.344803128
1748543100000,106476.1,106607,106344,106354.4,1514391.065719933
1748542800000,106330,106519.9,106275.6,106477.7,4477208.837456185
1748542500000,106490.7,106519.1,106314.2,106329.9,1873512.65424486
1748542200000,106487.3,106581.3,106452,106490.6,2391114.311587616
1748541900000,106243.9,106492.9,106243.9,106489.5,3131781.653844895
1748541600000,106316.5,106355.9,106169.4,106243,2948670.443792033
1748541300000,106557.3,106557.3,106257.4,106313.2,6143059.276828235
1748541000000,106468.8,106742.3,106468.1,106557.3,51843766.615540834
1748540700000,106127,106766.4,106086.2,106476,45538901.811577219
1748540400000,106655.4,106691.9,106075.9,106127,46856063.411269017
1748540100000,106644.3,106812.6,106644.2,106655.4,1313180.411639544
1748539800000,106595.3,106776,106595.3,106644.3,2451328.13219552
1748539500000,106787.9,106787.9,106586,106595.2,927104.833725301
1748539200000,106611.4,106882,106600.1,106788,1146295.067597444
1748538900000,106690,106792,106558,106613.9,2206464.522173223
1748538600000,106657.9,106768.3,106640,106690,983626.072705918
1748538300000,106681.6,106759.8,106608,106657.9,1570741.841746589
1748538000000,106731.7,106815.8,106612.4,106681.7,4230750.323811878
1748537700000,106738.1,106896.8,106581.7,106731.7,2463320.923342372
1748537400000,106980,106980,106700.1,106738.1,2441227.423173852
1748537100000,106879.4,107071.8,106879.4,106980.3,3151332.789512287
1748536800000,106893.4,106923.6,106800,106879.3,3369294.953940747
1748536500000,106794,106910,106743.3,106893.5,2753126.864573326
1748536200000,106860,106984.6,106774,106794,1771208.535762923
1748535900000,106930,106996.8,106762.7,106860,2545151.249521584
1748535600000,107012.1,107014,106860.1,106930.1,1908446.32663957
1748535300000,106921.9,107140.7,106921.9,107012.1,2256198.407947828
1748535000000,106825.9,106995.9,106774.1,106922,1689107.392513169
1748534700000,107026.4,107026.4,106638.1,106826,6926454.594317098
1748534400000,107034,107180,106866,107026.5,5241844.666137456
1748534100000,107187.7,107304.2,106964.1,107034,3616294.853962906
1748533800000,107130.4,107305.4,107130.4,107187.7,1389352.194842446
1748533500000,107294,107294,107050,107130,5822183.298890872
1748533200000,107288.5,107382,107222.3,107294.1,2662193.3687348
1748532900000,107427.9,107509,107288.6,107288.6,1923233.766846265
1748532600000,107504.9,107599.9,107276,107427.9,4225827.737099016
1748532300000,107425.5,107540,107400.4,107504.8,1042013.762097162
1748532000000,107500.1,107583.9,107426,107426,7607254.175590421
1748531700000,107498.1,107584,107458.9,107500,5098068.197915307
1748531400000,107534,107711.9,107479.5,107498,2848492.069699712
1748531100000,107520,107658,107472.1,107537.9,41934471.44387237
1748530800000,107617,107748.9,107493.9,107519.9,23969813.056557576
1748530500000,107588.2,107834,107492.4,107616.9,11713349.28309752
1748530200000,107507.9,107693.9,107401.2,107588.1,21649265.880668399
1748529900000,107198.1,107642.4,107121.8,107507.9,10210402.360512928
1748529600000,107155.7,107231.9,106969.5,107198,8822256.128849994
1748529300000,106478.8,107162,106470.1,107155.7,30573597.937903025
1748529000000,107035.9,107039,106455,106477.7,24323143.118460453
1748528700000,106926.1,107183.2,106917.6,107036,8697305.563096387
1748528400000,107158.4,107193.2,106899.9,106926.1,66908722.332297311
1748528100000,107406.1,107418.9,107110.4,107160,9229375.158395717
1748527800000,107312,107417.8,107220,107406.1,3563668.577709667
1748527500000,107666.1,107666.1,107265.7,107310,6858527.894123222
1748527200000,107601.9,107782,107564.9,107666.2,3518633.558916751
1748526900000,107856.2,107858.7,107500.1,107602,5904295.88893141
1748526600000,107452,107887.9,107413.5,107856.2,37121153.710561027
1748526300000,107591.8,107783.2,107451.9,107452,31166636.108979615
1748526000000,107833.5,107847.5,107568.4,107591.8,69157068.973148009
1748525700000,108166.9,108189,107805,107833.5,28353045.299633081
1748525400000,108294.1,108349.9,107937.7,108166.9,11268062.831983655
1748525100000,108234.7,108328.6,108199.8,108294,1441207.75717027
1748524800000,108272.8,108319.9,108172.1,108234.7,8059106.186851528
1748524500000,108447.2,108456,108240,108272.9,7041337.006057139
1748524200000,108569.3,108569.3,108413.1,108446.8,3584010.234545169
1748523900000,108511.7,108592,108511.7,108569.2,1300617.848018138
1748523600000,108429.3,108519.8,108373.5,108511.7,2358020.781308582
1748523300000,108558,108571.8,108429.2,108429.3,986349.103984867
1748523000000,108492.6,108596,108423.8,108558,2954703.889217362
1748522700000,108425.9,108518,108366.1,108492.7,2182610.394822461
1748522400000,108624,108624.1,108356.2,108426,3754805.796119316
1748522100000,108693.8,108694.6,108603,108624,667966.533758041
1748521800000,108680.1,108800,108598,108693.8,2736009.54465113
1748521500000,108578,108734.6,108578,108680.1,1503230.729165763
1748521200000,108549.9,108615.2,108545.9,108578.1,689266.955865587
1748520900000,108631.9,108635.9,108539,108550,1634210.903709966
1748520600000,108646.9,108692.9,108572.4,108631.8,1499273.894693348
1748520300000,108706.1,108752.8,108544.1,108646.8,4452708.500077969
1748520000000,108781.2,108796.7,108706.1,108706.2,2082086.796474346
1748519700000,108712.6,108781.2,108704.8,108781.2,1102127.345765725
1748519400000,108758.8,108779.1,108652.6,108712.7,1932709.668434543
1748519100000,108733.9,108833.3,108716.2,108758.8,1874687.760824439
1748518800000,108791.7,108791.7,108712.2,108733.9,1153125.137125929
1748518500000,108767.6,108836,108752.7,108791.7,1306322.176449282
1748518200000,108776.5,108871.9,108744.4,108770,3964314.125938244
1748517900000,108826,108879.6,108767.6,108776.4,980281.334230888
1748517600000,108861.7,108897.5,108826,108826,1294134.490222027
1748517300000,108881.4,108888.8,108796.7,108861.6,1899300.624508029
1748517000000,108775.9,108881.5,108775.8,108881.4,1109126.363811192
1748516700000,108817.1,108888,108759.5,108775.8,2001005.095371071
1748516400000,108750,108843.9,108740.5,108817.1,2096961.41329273
1748516100000,108681.1,108860,108666,108749.9,7057047.270480255
1748515800000,108602.8,108760,108602.8,108681.2,3433094.620089029
1748515500000,108528.6,108659.5,108528.6,108602.8,3118558.865054245
1748515200000,108507.1,108548,108507.1,108528.6,628760.734991483
1748514900000,108531.1,108574,108458.9,108507.1,1552377.187854507
1748514600000,108433,108561.9,108411.8,108531.1,792513.552393431
1748514300000,108529.1,108549.9,108432.9,108433,691844.45475081
1748514000000,108530.2,108589,108511.2,108529.2,689591.595277881
1748513700000,108467.6,108554.4,108460.3,108530.2,822846.484164367
1748513400000,108465.9,108567,108430.1,108467.5,3310146.81885226
1748513100000,108427.2,108500,108388.1,108465.9,1495982.346266358
1748512800000,108518,108566.7,108426.1,108427.2,967822.712962039
1748512500000,108588,108588,108516,108517.9,3248533.911697819
1748512200000,108509.8,108599.5,108453.7,108588.1,1174063.364854239
1748511900000,108407.9,108509.9,108328.9,108509.8,7723669.898801069
1748511600000,108380.3,108411.1,108342.4,108407.8,12769981.695745825
1748511300000,108468,108536.2,108380.2,108380.3,31374413.237694372
1748511000000,108452.1,108496.8,108339.1,108468,2716022.420266675
1748510700000,108500,108508.7,108448.2,108452.4,1061290.39901301
1748510400000,108524.3,108599.3,108500,108500.1,3339539.889968294
1748510100000,108525.6,108551.4,108442.3,108524.3,1138473.513611692
1748509800000,108368,108659.3,108364.9,108525.5,6039669.77761619
1748509500000,108431.8,108451.1,108317,108368,2097343.320464161
1748509200000,108492.3,108580.5,108430,108431.9,3272321.701920698
1748508900000,108492.5,108580.2,108379.9,108492.6,5459537.632978926
1748508600000,108257.1,108493.1,108257.1,108492.4,3861851.567755208
1748508300000,108217,108270,108200,108257.2,795663.396454772
1748508000000,108294,108322.5,108207.6,108218.6,2138989.234207522
1748507700000,108231,108298.8,108184,108294,1926645.945470456
1748507400000,108176.6,108291.3,108117.8,108230.9,3756867.595442979
1748507100000,108217.9,108217.9,108060.9,108176.6,4549797.740794928
1748506800000,108084.1,108230,108078.8,108216.1,7601281.401777704
1748506500000,107940.1,108105.7,107940.1,108084.1,2638255.143202087
1748506200000,107906.2,107960,107874.1,107940,804073.547388786
1748505900000,107770,107922.4,107683,107906.2,3838050.546207505
1748505600000,107883.4,107907.7,107770,107770.1,1333225.721329154
1748505300000,107903.3,107905.4,107802.1,107883.3,2230356.703889167
1748505000000,107845.1,107903.4,107840.9,107903.3,1553415.687851242
1748504700000,107849.3,107849.7,107818.4,107845.2,896514.212687452
1748504400000,107896,107900,107804.1,107849.4,1336299.288636342
1748504100000,107918.3,107933,107868.6,107896.1,1110580.586377052
1748503800000,107984,107996.3,107908.3,107918.2,2111494.832626099
1748503500000,107939.8,107988.2,107930.1,107984.1,1314226.313402097
1748503200000,107960.4,108024.1,107936.9,107939.9,1225292.648638777
1748502900000,107995.9,108002.2,107940,107960.5,1612853.559670509
1748502600000,107755.9,107996,107755.9,107995.9,4172543.312019951
1748502300000,107746,107824,107745.9,107756,1580507.226367811
1748502000000,107900,107902,107740.6,107746,3026232.40400889
1748501700000,107797.8,107900,107740.2,107899.9,7354634.229502701
1748501400000,107869.1,107900,107797.7,107797.8,1968303.924684681
1748501100000,107862.9,107898,107857.8,107869.1,1246080.638504832
1748500800000,107851.9,107893.4,107851.9,107862.9,1576241.700132251
1748500500000,107932.1,107944,107851.4,107851.9,943260.239639603
1748500200000,107930.1,107957.1,107910.1,107932.2,927011.495249159
1748499900000,107877.6,107948,107863.7,107930,1002433.007359617
1748499600000,107828.6,107905.2,107790,107877.5,958513.862148069
1748499300000,107753.5,107837.8,107753.5,107828.7,1430477.052015061
1748499000000,107710,107784,107658.1,107753.5,1326775.505756377
1748498700000,107700.1,107778,107684.9,107710,897700.117651904
1748498400000,107684,107737,107642,107700.1,742974.243882218
1748498100000,107647.8,107684.7,107613.5,107683.9,994801.147395764
1748497800000,107694.5,107694.6,107624,107647.8,702497.105992405
1748497500000,107729.4,107779.5,107664.5,107694.6,1686363.932356076
1748497200000,107673.8,107730.2,107649.4,107729.3,1474823.559045211
1748496900000,107641,107673.8,107638.2,107673.7,622286.594351801
1748496600000,107619.9,107673.8,107595.5,107641,1429958.428073464
1748496300000,107626,107638.1,107574,107618.1,804442.722587367
1748496000000,107618.8,107676,107618.8,107625.9,858963.821519962
1748495700000,107580.9,107642.5,107570.4,107618.8,1606315.908986983
1748495400000,107640.6,107665.9,107580.8,107580.8,828849.118234274
1748495100000,107593.6,107655.1,107542.5,107640.6,1502498.91767806
1748494800000,107567.4,107680,107479.2,107593.6,1624833.363972223
1748494500000,107526.9,107618.1,107510.1,107567.5,2230290.506571572
1748494200000,107320,107547.9,107320,107527,2288866.550557888
1748493900000,107394.8,107394.8,106930.8,107320,11748007.719111054
1748493600000,107548.4,107555.9,107327.7,107394.8,6820362.898934442
1748493300000,107714.2,107714.2,107400,107549.4,5636774.124819495
1748493000000,107868.9,107899.9,107714.1,107714.2,1047467.440553795
1748492700000,107831.1,107871.6,107801.2,107868.8,636262.078611746
1748492400000,107870.3,107878.9,107798.9,107831.2,776685.817705923
1748492100000,107911.9,107916,107668.8,107870.3,2062695.746529961
1748491800000,107952,107959.8,107859.5,107911.9,1445698.291826793
1748491500000,108100.8,108100.9,107952,107952,1207112.152490797
1748491200000,108036,108104,108014.6,108100.9,1052850.980375532
1748490900000,108048.7,108048.7,108009.6,108035.9,574449.409404412
1748490600000,107997.5,108117.2,107996.2,108048.7,1738458.457308139
1748490300000,108034,108073.9,107978,107997.5,957899.447341293
1748490000000,107999.3,108048.2,107975.6,108034,2559226.072423884
1748489700000,108130,108136.3,107941.3,107999.2,4329203.734413213
1748489400000,108172.8,108219.9,108111.1,108130,2165613.610124415
1748489100000,108205.8,108270,108159.3,108172.8,532334.597808281
1748488800000,108186.6,108229.9,108129.6,108206.2,1138573.745040266
1748488500000,108192,108288,108154.1,108186.7,2382894.285853458
1748488200000,108262.8,108266,108164.2,108192,3539762.867316017
1748487900000,108298.8,108317.1,108143.3,108262.8,4537391.108903942
1748487600000,108429.9,108434.1,108264.4,108298.8,3172825.700369879
1748487300000,108431.4,108485.1,108394.2,108429.9,2761559.717007595
1748487000000,108319.9,108484.7,108285.1,108431.4,2840405.565830351
1748486700000,108133.6,108320,108133,108320,2874442.713464516
1748486400000,108012,108134,108004,108133.5,1148687.936874038
1748486100000,108159.5,108181.7,108009,108011.9,1445498.947951998
1748485800000,108081.9,108174.5,108052.7,108159.5,3010125.491814952
1748485500000,107964,108240.3,107960,108082,3338207.362249424
1748485200000,108048.1,108061.9,107930,107964.1,978086.956448785
1748484900000,108005,108072.4,108002.2,108048,467758.723990782
1748484600000,108011,108054,108005,108005,248117.288521609
1748484300000,108135.9,108142.7,108004.9,108011,1129464.052797563
1748484000000,108153.8,108165.7,108121.4,108135.9,639364.17167429
1748483700000,108231.2,108250.7,108130,108153.8,1739229.222097931
1748483400000,107910.1,108346.1,107910.1,108231.3,6109670.379006504
1748483100000,108054.1,108102.1,107903.6,107910,3453945.497867586
1748482800000,107869.1,108160,107838.6,108054.1,6350613.815910673
1748482500000,107876,107940.3,107815,107869.1,1268302.879414742
1748482200000,107926.1,107939.1,107819.2,107876.1,1656127.525209946
1748481900000,107914.9,107929.3,107896,107926.1,447479.602863686
1748481600000,107970,108056.8,107914.8,107914.8,832441.358414864
1748481300000,108023.8,108077.3,107907.1,107969.7,1352604.83769367
1748481000000,107994,108081.3,107936,108020.1,1166468.365797119
1748480700000,108050.6,108131.2,107943.6,107993.9,1586761.731292484
1748480400000,108287.4,108300.5,107989.3,108050.6,4999859.814276539
1748480100000,107984,108303,107984,108287.3,6514548.640455803
1748479800000,108015.2,108047.3,107950.6,107983.9,1408110.483679841
1748479500000,107804.8,108026.7,107804.8,108017.1,1695762.162677997
1748479200000,107814.2,107875.5,107783.6,107804.8,1006711.855911512
1748478900000,107857.9,107978,107814.1,107814.1,2156579.646451308
1748478600000,108010.2,108026.9,107836.1,107857.9,1208247.849895024
1748478300000,107840.1,108030.2,107818.4,108010.1,2644639.996629029
1748478000000,107658.4,107874,107651.2,107840,2938220.968282951
1748477700000,107547,107685,107547,107658.4,1202146.223040826
1748477400000,107523.9,107572,107448.3,107547,1475980.156733262
1748477100000,107627.9,107633.3,107456,107529.9,1742203.877896339
1748476800000,107783.9,107828.2,107412.6,107628.1,5718756.556777376
1748476500000,107776.4,107803.4,107746,107783.9,449688.30694838
1748476200000,107718.1,107786,107715.9,107776.3,588819.707901258
1748475900000,107921.8,107938,107718,107718,2512335.72607614
1748475600000,108009,108048,107900,107921.7,1453533.211334609
1748475300000,107945.9,108044,107942,108009,1489398.504509703
1748475000000,107961.4,108038.4,107900.1,107945.9,1985277.656862515
1748474700000,107938.1,107993,107817.1,107962.7,1699258.083967982
1748474400000,107950.2,108048.5,107862.4,107938,3466352.156200525
1748474100000,107863.6,107983.9,107781.4,107950.1,3074685.209912021
1748473800000,107673.2,107927.8,107668,107863.6,4240836.253802502
1748473500000,107596.3,107688,107596.3,107673.2,1951197.581676705
1748473200000,107410.7,107638.5,107410.7,107596.3,1838879.21208006
1748472900000,107437.5,107470,107410.6,107410.7,403239.316105736
1748472600000,107387,107449.9,107380,107437.6,1098737.9619534
1748472300000,107322,107387,107202,107387,1989020.651911108
1748472000000,107300,107333.7,107278.3,107321.9,329611.833740177
1748471700000,107211.9,107351.1,107211.9,107300,681132.937461054
1748471400000,107242,107292.3,107149.8,107212,498368.722184563
1748471100000,107255,107256.3,107220,107242,222320.067198287
1748470800000,107325.8,107325.9,107246.1,107254.9,1161780.347211478
1748470500000,107318.8,107325.8,107255.2,107325.8,369220.721198795
1748470200000,107317.3,107349.9,107195,107318.9,802297.172655585
1748469900000,107408.2,107408.3,107311.9,107317.3,379332.557431238
1748469600000,107504.2,107504.2,107353.8,107408.2,1383149.181501747
1748469300000,107525.1,107525.2,107392.1,107504.3,593521.994125629
1748469000000,107498.5,107586,107492.8,107525.1,533274.95084877
1748468700000,107495.4,107513.7,107450.1,107498.5,762330.004101888
1748468400000,107464.7,107495.4,107403.6,107495.4,1285717.929657663
1748468100000,107455.2,107468.3,107388,107464.8,1626595.418068497
1748467800000,107383.7,107457.2,107382.7,107455.2,470606.942320499
1748467500000,107439,107439,107383.7,107383.8,283914.24265227
1748467200000,107419.1,107442,107414,107439,374226.339420499
1748466900000,107335.1,107434.5,107321,107419.6,625953.89820831
1748466600000,107203.9,107335,107194.9,107335,1395458.015867146
1748466300000,107250.4,107265.9,107189.8,107203.9,1125988.173451104
1748466000000,107326.8,107343.1,107250.2,107250.4,1201084.635619162
1748465700000,107229,107388.9,107215.5,107326.7,1338974.339746031
1748465400000,107350,107361.3,107192,107228.9,2696436.311507525
1748465100000,107358.6,107412.7,107344,107350,1191124.661455516
1748464800000,107372.1,107408.1,107347.9,107358.5,440338.810032221
1748464500000,107206.8,107399.8,107206.8,107372.1,1711931.903938372
1748464200000,107179.8,107206.9,107094.4,107206.8,1615419.522730562
1748463900000,107222,107222,107150,107179.9,805026.062172731
1748463600000,107105.9,107260,106900,107223.2,5030608.117842906
1748463300000,107032,107105.9,107032,107105.9,351166.072335434
1748463000000,106964,107071.2,106947.9,107032,1104175.712586196
1748462700000,106941.4,107078,106941.3,106969,5402384.845429617
1748462400000,106934.1,106943.3,106800,106941.4,6323136.519836606
1748462100000,107039.9,107166.5,106933.4,106934.7,3482213.211680246
1748461800000,107195.1,107219,106942.8,107039.9,7079943.22340417
1748461500000,107115.3,107239.9,107070.7,107195.9,4069531.948878675
1748461200000,107315.8,107318.1,107115.3,107115.3,1842073.611015674
1748460900000,107467.1,107467.1,107230.8,107313.4,3847521.890245018
1748460600000,107496.6,107521.9,107428.1,107467.1,1018365.696513336
1748460300000,107552.3,107552.3,107463.8,107496.7,748284.976619811
1748460000000,107653.8,107668.9,107500,107552.3,1041631.448416061
1748459700000,107664.9,107687.9,107595.5,107650.7,828329.946112793
1748459400000,107720,107798,107635.8,107664.8,919009.607472974
1748459100000,107633,107800,107608,107720,1484097.106624922
1748458800000,107480.5,107633,107434.1,107633,1036545.614122611
1748458500000,107436.1,107500,107392,107480.6,542832.991762013
1748458200000,107677.6,107725.7,107385,107436.1,1673026.484884867
1748457900000,107696.7,107779.8,107677.6,107677.6,1529911.335647094
1748457600000,107544.9,107696.7,107500.9,107696.7,636308.75590357
1748457300000,107527,107566.6,107521.2,107544.9,2269849.257602293
1748457000000,107523.7,107565.2,107516.6,107527,262852.87230524
1748456700000,107724,107726,107523.7,107523.7,1448826.388886559
1748456400000,107736.9,107736.9,107641.9,107724,940563.166750916
1748456100000,107827.2,107846.1,107698.9,107736.9,1840762.985240005
1748455800000,107762.2,107840,107762.2,107827.3,1406151.647363827
1748455500000,107743.2,107763.5,107595.2,107762.1,2573304.652437499
1748455200000,107691.4,107758.3,107632.1,107743.2,1759581.518743034
1748454900000,107645.5,107715.3,107614,107691.3,1666441.077616189
1748454600000,107518,107645.6,107492.1,107645.5,1029884.105557289
1748454300000,107461.9,107556,107434.9,107518.1,1361444.213252101
1748454000000,107412,107462,107343.5,107461.9,1614907.774568846
1748453700000,107535.2,107535.2,107360.9,107412,2757345.190624314
1748453400000,107606.3,107610.7,107535.2,107535.2,1091346.898498762
1748453100000,107662.1,107662.1,107516.3,107607.5,3215920.026611228
1748452800000,107770.9,107790.7,107662.1,107662.1,2820733.148675211
1748452500000,107646.4,107839.8,107646.4,107770.9,2393418.511434192
1748452200000,107760,107806.2,107623.6,107646.3,3442094.068499083
1748451900000,107666.2,107814.9,107565.8,107760.4,6555324.275362481
1748451600000,107432,107777.6,107430,107666.6,5895068.460158312
1748451300000,107387.5,107432,107330.7,107432,1926271.525525646
1748451000000,107286.2,107387.6,107272.2,107387.6,1986927.420389982
1748450700000,107232.8,107385.6,107213,107286.2,23607587.022834863
1748450400000,107216.6,107270.7,107184,107232.8,6292057.632958235
1748450100000,107218,107377.5,107202.1,107218,2056060.958145237
1748449800000,107427.3,107427.3,107202.7,107218.1,2968064.197574463
1748449500000,107426,107475.6,107418,107427.4,2329019.676647952
1748449200000,107387.7,107452.9,107290.7,107426.1,8995900.317596532
1748448900000,107294,107447.7,107291.8,107386.8,4486462.527487771
1748448600000,107331.9,107340.1,107152,107300,3764297.330325148
1748448300000,107286,107383.6,107224.1,107331.6,2863026.054591889
1748448000000,107113.2,107343.9,107113.2,107286.1,2503617.939232186
1748447700000,107175.9,107194.2,107036,107113.1,3812560.761989591
1748447400000,107265,107276,107176.4,107176.4,2489284.623465684
1748447100000,107426.1,107454.1,107228.5,107264.9,4801327.71612077
1748446800000,107474,107492.7,107360,107426,1162224.160469745
1748446500000,107312,107500,107300.6,107478,1546551.028681959
1748446200000,107299.4,107363.1,107228.5,107312,2089554.437244667
1748445900000,107413.7,107414,107235,107299.3,4445906.809986474
1748445600000,107279,107468.8,107276,107413.6,3558707.321482543
1748445300000,107142.5,107344,107140.8,107279,5621408.698878337
1748445000000,107365.4,107368.3,107142.4,107142.5,8888625.547516172
1748444700000,107591.9,107701,107356.9,107365.4,9410224.455320636
1748444400000,107534.1,107626,107500,107592,3859044.204167258
1748444100000,107626.1,107626.1,107500,107536,3051480.110095067
1748443800000,107752,107752.1,107600,107626.1,2676917.099458727
1748443500000,107622,107849.9,107534,107752.1,5515992.499688272
1748443200000,107609.7,107727.2,107584,107622,7435945.063790384
1748442900000,107845.8,107845.8,107600,107609.6,4191330.75858032
1748442600000,107966,107968,107740.7,107845.8,4215760.700079087
1748442300000,107950,107985.9,107778.2,107966.2,3661504.152393853
1748442000000,107713.1,107970.3,107665.2,107950.1,3832182.992517535
1748441700000,107898.4,108002,107600,107712,27034172.507094996
1748441400000,108000,108101.7,107898.5,107898.5,14366718.492777776
1748441100000,108200,108200,108000,108000.1,2941960.911490239
1748440800000,108070.1,108267.2,107990,108200.1,6826162.152877627
1748440500000,108432,108432,108007.1,108070.2,12729228.210120946
1748440200000,108366.1,108448.7,108292,108432.1,4903239.935624687
1748439900000,108512.1,108512.1,108270.5,108366.1,6509028.252228839
1748439600000,108779.1,108807.5,108401.1,108512.2,4791120.723288853
1748439300000,108960,108998.2,108643.9,108779.1,4265444.206833541
1748439000000,108728.9,108976.3,108640,108960,5270761.55207421
1748438700000,108740.9,108783,108636.2,108728.9,4661573.679555087
1748438400000,108772.1,108915.9,108653.8,108741,3992646.589807555
1748438100000,108848.6,108857.8,108769.7,108772.1,330505.172086472
1748437800000,108867.2,108920.4,108827.1,108848.7,504690.01166506
1748437500000,108813.3,108915.4,108763.5,108868.1,2141673.705119679
1748437200000,108888.1,108904,108800.1,108811,1163285.793259399
1748436900000,108819.7,108896,108819.7,108887.9,317179.210354004
1748436600000,108925,108951.3,108785.5,108819.7,1492128.543207015
1748436300000,109031,109031,108903.3,108925.1,1298683.991981796
1748436000000,109016.7,109058.9,109003.2,109031.1,729236.281237161
1748435700000,108980.1,109035.5,108966.1,109016.7,957201.439146485
1748435400000,109016.3,109028.9,108941.4,108980,3056716.847985518
1748435100000,108976.5,109044,108974,109016.3,1067941.897065962
1748434800000,108974.8,109060,108959.2,108976.5,2040929.480602736
1748434500000,108874.2,109010,108874.2,108974.9,995287.975030607
1748434200000,108842.1,108888,108842,108873.5,496422.594446561
1748433900000,108862,108895,108842,108842,440978.870102349
1748433600000,108865.5,108963.3,108834,108861.9,1216637.015595579
1748433300000,108914,108934,108856.7,108865.5,1113864.766887492
1748433000000,108832,108914,108831.9,108914,838326.289013016
1748432700000,108794.9,108862.7,108784.2,108831.9,504827.905521041
1748432400000,108779.9,108836,108779.9,108794.8,2239531.002905202
1748432100000,108741.8,108800,108741.8,108779.9,2203281.891063761
1748431800000,108753.1,108800,108733.8,108741.9,2340468.226459483
1748431500000,108742.7,108780,108742.7,108753.1,643332.59601614
1748431200000,108805,108805.1,108711.2,108742.7,1562546.083790538
1748430900000,108855.3,108900,108805,108805,1552347.272577242
1748430600000,108907.2,108916.4,108845,108855.4,749011.9145193
1748430300000,108919,108940,108869.2,108907.2,1901848.00135868
1748430000000,108834.1,108935.5,108832.7,108919,3134426.716990544
1748429700000,108858,108874.9,108818,108834,2487674.758597162
1748429400000,108795.6,108946,108795.5,108858.1,4073364.234112048
1748429100000,108761.8,108795.8,108751.5,108795.6,463881.251316279
1748428800000,108770.4,108770.4,108729.5,108761.9,663996.395254223
1748428500000,108710.2,108796,108669,108770.4,1794112.574375583
